english_sentence,hindi_sentence
"In Java, the leaves are often stewed to flavor gulai.","जावा में, पत्तियों को अक्सर गुलई के स्वाद के लिए स्ट्यूड किया जाता है।"
"It also has antioxidative, anti-diarrhoea, anti-cancer activity.","इसमें एंटीऑक्सीडेटिव, एंटी-डिर्शी, एंटी-कैंसर गतिविधि भी है।"
"The curry leaves are appreciated for its therapeutic actions like keshya, pachana, ruchya, etc.","केश्या, पचाना, रुचिया इत्यादि जैसे चिकित्सकीय कार्यों के लिए करी पत्तियों की सराहना की जाती है।"
"Commercial plantations have been established in India, and more recently Australia.","भारत में वाणिज्यिक बागान स्थापित किए गए हैं, और हाल ही में ऑस्ट्रेलिया।"
Growth is more robust when temperatures are at least 18 degree celsius.,तापमान कम होने पर कम से कम १८ डिग्री सेल्सियस होता है।
"The plant consists of various types based on the color such as red, yellow, white, etc.","पौधे में लाल, पीले, सफेद इत्यादि जैसे रंग के आधार पर विभिन्न प्रकार होते हैं।"
Fruits are cylindrical and are about 4 to 6 inch in length.,फल बेलनाकार हैं और लंबाई में लगभग ४ से ६ इंच हैं।
"It is a good fungicide, insecticide, larvicide, parasiticide and rodenticide.","यह एक अच्छी कवकनाश, कीटनाशक, लार्वाटा, परजीवी और कृंतक है।"
"Today, scientists are looking into the possible health benefits of heavily diluted oleander.","आज, वैज्ञानिक भारी पतला ओलेस्डर के संभावित स्वास्थ्य लाभों को देख रहे हैं।"
"It could naturally support conditions like asthma, epilepsy and paralysis.","यह स्वाभाविक रूप से अस्थमा, मिर्गी और पक्षाघात जैसी स्थितियों का समर्थन कर सकता है।"
"The stem, leaves and flowers of Karavira contain glycosides which show anti-inflammatory activity.","करवीरा के स्टेम, पत्तियों और फूलों में ग्लाइकोसाइड्स होते हैं जो विरोधी भड़काऊ गतिविधि दिखाते हैं।"
"It is an incredibly hardy, adaptable plant which grows thick and green in mountainous climates.","यह एक अविश्वसनीय रूप से हार्डी, अनुकूलनीय पौधा है जो पहाड़ी जलवायु में मोटी और हरा बढ़ता है।"
"It is also found in Uttar Pradesh, Punjab, Balochistan, South India, China and Japan.","यह उत्तर प्रदेश, पंजाब, बलूचिस्तान, दक्षिण भारत, चीन और जापान में भी पाया जाता है।"
It can grow up to 10 meters in height.,यह ऊंचाई में १० मीटर तक बढ़ सकता है।
"Flowers are small, fragrant, slender and hairy.","फूल छोटे, सुगंधित, पतला और बालों वाले होते हैं।"
"The flowers with six petals are easily visible but five, seven, eight and nine petals are rare.","छह पंखुड़ियों वाले फूल आसानी से दिखाई दे रहे हैं लेकिन पांच, सात, आठ और नौ पंखुड़ियों दुर्लभ हैं।"
"Fruits are heart-shaped, flat and brown in color.","फल हृदय के आकार के, सपाट और भूरे रंग के होते हैं।"
"The outer layer is large, transparent and heavily vascularized.","बाहरी परत बड़ी, पारदर्शी और भारी संवहनी है।"
"The plant is used in juices, powder, and decoction for treating various disease conditions.","पौधे विभिन्न रोग स्थितियों के इलाज के लिए रस, पाउडर और डेकोक्शन में उपयोग किया जाता है।"
"To treat cough or cold, two spoonfuls of the juice of leaves is taken orally along with honey.","खांसी या ठंड का इलाज करने के लिए, पत्तियों के रस के दो चम्मच शहद के साथ मौखिक रूप से लिया जाता है।"
"The seeds have antiviral, antifungal properties.","बीजों में एंटीवायरल, एंटीफंगल गुण होते हैं।"
"The intake of milk, ghee, sugar are used as anupana(vehicle).","दूध, घी, चीनी का सेवन अनुपूरन (वाहन) के रूप में उपयोग किया जाता है।"
"According to mythology, this plant is a heavenly tree brought to earth by Lord Krishna.","पौराणिक कथाओं के अनुसार, यह पौधा भगवान कृष्ण द्वारा पृथ्वी पर लाया गया एक स्वर्गीय पेड़ है।"
"It is usually found in southern parts of India, Thailand, Malaysia and Indonesia.","यह आमतौर पर भारत, थाईलैंड, मलेशिया और इंडोनेशिया के दक्षिणी हिस्सों में पाया जाता है।"
"It is often planted near Hindu temples in India, Sri Lanka and Malaysia.","इसे अक्सर भारत, श्रीलंका और मलेशिया में हिंदू मंदिरों के पास लगाया जाता है।"
"Holy Basil is an erect, many-branched subshrub plant.","पवित्र तुलसी एक खड़ा, कई शाखाओं वाले सबश्रब संयंत्र है।"
It can grow up to 30 to 60 centimeters tall with hairy stems.,यह बालों वाली उपजी के साथ ३० से ६० सेंटीमीटर लंबा हो सकता है।
The leaves are also strongly scented and are 5 centimeters long in length.,पत्तियां भी दृढ़ता से सुगंधित होती हैं और लंबाई में ५ सेंटीमीटर लंबी होती हैं।
"It is used in medicine, culinary applications and as an essential oil.","इसका उपयोग दवा, पाक अनुप्रयोगों और एक आवश्यक तेल के रूप में किया जाता है।"
"It is used as a culinary spice in Thailand, Indonesia and other South-East Asian countries.","इसका उपयोग थाईलैंड, इंडोनेशिया और अन्य दक्षिण-पूर्वी एशियाई देशों में एक पाक मसाला के रूप में किया जाता है।"
"In Hinduism, the woody stems are used to make prayer beads for rosaries.","हिंदू धर्म में, वुडी उपजी का उपयोग गुलाब के लिए प्रार्थना मोती बनाने के लिए किया जाता है।"
"It helps calm anxiety, relieves cough and asthma.","यह चिंता को शांत करने में मदद करता है, खांसी और अस्थमा से राहत देता है।"
"It treats back pain, eye and skin diseases, snake and scorpion bites and malaria.","यह पीठ दर्द, आंख और त्वचा रोग, सांप और बिच्छू के काटने और मलेरिया का इलाज करता है।"
"It also treats indigestion, hiccups, vomiting, gastric and cardiac related problems.","यह अपचन, हिचकी, उल्टी, गैस्ट्रिक और कार्डियक संबंधित समस्याओं का भी व्यवहार करता है।"
"The Caribbean, Pacific Islands, and parts of Africa.","कैरिबियन, प्रशांत द्वीप, और अफ्रीका के कुछ हिस्सों।"
It has been used for various other purposes for at least 3000 years.,इसका उपयोग कम से कम ३००० वर्षों के लिए कई अन्य उद्देश्यों के लिए किया गया है।
"Betel, Paan.","बेटेल, पैन।"
"Piper Betle is a perennial, dioecious climber.","पाइपर बेटल एक बारहमासी, डुबकी पर्वतारोही है।"
"The leaves are simple, alternate, stipulate and are 5 to 20 centimeters long.","पत्तियां सरल, वैकल्पिक, निर्धारित हैं और ५ से २० सेंटीमीटर लंबी हैं।"
"The leaves are broad, thick, and ovate or heart in shape.","पत्तियां आकार में व्यापक, मोटी और अंडाकार या दिल हैं।"
"Because, the plants are replanted every four or five years under cultivation.","क्योंकि, पौधों को खेती के तहत हर चार या पांच वर्षों में दोहराया जाता है।"
"There are 10 to 20 seeds in each fruit, but they are poor in germination.","प्रत्येक फल में १० से २० बीज हैं, लेकिन वे अंकुरण में गरीब हैं।"
"It is used as paan to relieve bad breath, toothache, tastelessness, cough and sore throat.","यह खराब सांस, दांत दर्द, बेकारता, खांसी और गले में गले से छुटकारा पाने के लिए पान के रूप में प्रयोग किया जाता है।"
"It fights cancers of oral, mammary, prostate, skin, and gastric origin.","यह मौखिक, स्तन, प्रोस्टेट, त्वचा, और गैस्ट्रिक मूल के कैंसर से लड़ता है।"
"It relieves diseases related to kapha dosha like cough, high cholesterol level and diabetes.","यह खांसी, उच्च कोलेस्ट्रॉल स्तर और मधुमेह जैसे कफ दोष से संबंधित बीमारियों से राहत देता है।"
"It is cultivated mostly in South and Southeast Asia, from Pakistan to Papua New Guinea.",यह ज्यादातर दक्षिण और दक्षिणपूर्व एशिया में पाकिस्तान से पापुआ न्यू गिनी तक खेती की जाती है।
"Waterlogged, saline and alkali soils are unsuitable for its cultivation.","जलन, नमकीन और क्षार मिट्टी अपनी खेती के लिए अनुपयुक्त हैं।"
It can grow up to 1 meter in height.,यह ऊंचाई में १ मीटर तक बढ़ सकता है।
"The stem of this plant is fleshy, soft and smooth.","इस पौधे का तना मांस, नरम और चिकनी है।"
"It is widely cultivated as a medicinal plant, ornamental and condiment.","यह एक औषधीय पौधे, सजावटी और मसाला के रूप में व्यापक रूप से खेती की जाती है।"
"In spice, flavouring meat, soups, fish, and local beer.","मसाले में, मांस, सूप, मछली, और स्थानीय बियर स्वाद।"
"Due to the fragrance of the leaves, it is used in laundry and while washing the hair.","पत्तियों की सुगंध के कारण, यह कपड़े धोने और बालों को धोने के दौरान प्रयोग किया जाता है।"
"In India, the juice of the leaves are used to treat skin allergies.","भारत में, पत्तियों का रस त्वचा एलर्जी के इलाज के लिए उपयोग किया जाता है।"
"In Brazil, it is used medicinally for the treatment of skin based infections.","ब्राजील में, यह त्वचा आधारित संक्रमण के इलाज के लिए औषधीय रूप से उपयोग किया जाता है।"
"It is used for the treatment of coughs, sore throats and nasal congestion.","इसका उपयोग खांसी, गले में गले और नाक की भीड़ के इलाज के लिए किया जाता है।"
"It is also used during infections, rheumatism and flatulence.","यह संक्रमण, संधिशोथ और पेट फूलने के दौरान भी प्रयोग किया जाता है।"
"In Indonesia, it is used to stimulate lactation during childbirth.","इंडोनेशिया में, इसका उपयोग प्रसव के दौरान स्तनपान को प्रोत्साहित करने के लिए किया जाता है।"
"The origin is unknown, but it may be native to Africa and possibly India.","मूल अज्ञात है, लेकिन यह अफ्रीका और संभवतः भारत के मूल निवासी हो सकता है।"
"In Bolivia, the species is cultivated in semi-deciduous forest.","बोलीविया में, प्रजातियों को अर्ध-पर्णपाती जंगल में खेती की जाती है।"
"The leaves are a soft, shiny burgundy in early summer.","पत्तियां गर्मियों की शुरुआत में एक नरम, चमकदार बरगंडी हैं।"
"It matures to a glossy, deep green as the season progresses.","यह एक चमकदार, गहरे हरे रंग की प्रगति के रूप में परिपक्व होता है।"
It can withstand temperatures slightly below 0 degree celsius to 50 degree celsius.,यह तापमान ० डिग्री सेल्सियस से थोड़ा नीचे ५० डिग्री सेल्सियस से नीचे का सामना कर सकता है।
"The leaves have great value as fodder, particularly for cattle and goats.",पत्तियों के पास चारा के रूप में विशेष रूप से मवेशी और बकरियों के लिए बहुत मूल्य है।
"The tree oil is used as a fuel lamp, as a raw material for soaps, varnishes and paints.","पेड़ के तेल को साबुन, वार्निश और पेंट्स के लिए कच्चे माल के रूप में ईंधन दीपक के रूप में उपयोग किया जाता है।"
"The wood can be used for fuel, often as charcoal.","लकड़ी का उपयोग ईंधन के लिए किया जा सकता है, अक्सर चारकोल के रूप में।"
"It treats tumors, piles, skin diseases and ulcers.","यह ट्यूमर, ढेर, त्वचा रोग और अल्सर का इलाज करता है।"
"The root is effective in treating teeth, ulcers and vaginal diseases.","दांत, अल्सर और योनि रोगों के इलाज में जड़ प्रभावी है।"
"It now occurs naturally from Pakistan, India, Sri Lanka, Fiji and Japan.","यह अब पाकिस्तान, भारत, श्रीलंका, फिजी और जापान से स्वाभाविक रूप से होता है।"
"It has been introduced in Egypt and the United States (Florida, Hawaii).","यह मिस्र और संयुक्त राज्य अमेरिका (फ्लोरिडा, हवाई) में पेश किया गया है।"
"It is native to eastern and tropical Asia, Australia, and Pacific islands.","यह पूर्वी और उष्णकटिबंधीय एशिया, ऑस्ट्रेलिया और प्रशांत द्वीपों के मूल निवासी है।"
"The leaves grow in pairs, opposite to each other.","पत्तियां एक-दूसरे के विपरीत, जोड़े में बढ़ती हैं।"
The flowers are white in color and 3 centimeters in diameter.,फूल रंग में सफेद होते हैं और ३ सेंटीमीटर व्यास में होते हैं।
"The fruit is a fleshy, pyriform or ovoid berry.","फल एक मांसल, पायरिफॉर्म या ओवोइड बेरी है।"
"The flesh can be white, yellow, pink or red, sour to sweet, juicy and aromatic.","मांस सफेद, पीला, गुलाबी या लाल, मीठा, रसदार और सुगंधित हो सकता है।"
"Guava flowers are fragrant, and a good source of nectar for bees.","अमरूद फूल सुगंधित हैं, और मधुमक्खियों के लिए अमृत का एक अच्छा स्रोत है।"
"Fruits, seeds, and leaves are the edible parts of this plant.","फल, बीज, और पत्तियां इस पौधे के खाद्य भाग हैं।"
"It is commonly used in the food industry to produce pulp, nectars, jams, jellies, and syrups.","आमतौर पर खाद्य उद्योग में लुगदी, अमृत, जाम, जेली, और सिरप का उत्पादन करने के लिए उपयोग किया जाता है।"
"It can be regularly used for managing diabetes, cholesterol and constipation.","इसे नियमित रूप से मधुमेह, कोलेस्ट्रॉल और कब्ज के प्रबंधन के लिए उपयोग किया जा सकता है।"
"It can help manage minor ailments like headache, cough, cold and body ache due to fatigue.","यह थकान के कारण सिरदर्द, खांसी, ठंडा और शरीर में दर्द जैसे मामूली बीमारियों का प्रबंधन करने में मदद कर सकता है।"
"Due to which, it prevents early signs of aging.","जिसके कारण, यह उम्र बढ़ने के शुरुआती संकेतों को रोकता है।"
"India, South America, the United States, and the Philippines are primary producers.","भारत, दक्षिण अमेरिका, संयुक्त राज्य अमेरिका, और फिलीपींस प्राथमिक उत्पादक हैं।"
Each pomegranate fruit may contain as many as 600 seeds.,प्रत्येक अनार के फल में ६०० बीज हो सकते हैं।
The trees can reach a height of 10 meter and can be very long lived.,पेड़ १० मीटर की ऊंचाई तक पहुंच सकते हैं और बहुत लंबे समय तक रहते हैं।
"Pomegranate juice, in the form of powder, may be used in yogurt production.","पाउडर के रूप में अनार का रस, दही उत्पादन में उपयोग किया जा सकता है।"
"From a spiritual perspective, the seeds of this fruit are a symbol of fertility.","आध्यात्मिक परिप्रेक्ष्य से, इस फल के बीज प्रजनन क्षमता का प्रतीक हैं।"
"In Jewish Tradition it resembles fruitfulness, knowledge, learning and wisdom.","यहूदी परंपरा में यह फलदायी, ज्ञान, सीखने और ज्ञान जैसा दिखता है।"
"Pomegranate contains nutrients like protein, carbohydrate, fat and magnesium.","अनार के पास प्रोटीन, कार्बोहाइड्रेट, वसा और मैग्नीशियम जैसे पोषक तत्व होते हैं।"
"It is also a good source of vitamin C and D, sugars, iron and calcium.","यह विटामिन सी और डी, शर्करा, लौह और कैल्शियम का एक अच्छा स्रोत भी है।"
"The fruit is beneficial in treating piles, diarrhea, dysentery, constipation and stomach worms.","फल ढेर, दस्त, डाइसेंटरी, कब्ज और पेट कीड़े के इलाज में फायदेमंद है।"
"Its rasa is sweet, astringent and sour.","इसका रस मीठा, अस्थिर और खट्टा है।"
"In India, it is cultivated commercially only in Maharashtra.","भारत में, यह केवल महाराष्ट्र में वाणिज्यिक रूप से खेती की जाती है।"
"Small scale plantations are also seen in Gujarat, Rajasthan, Karnataka and Punjab.","गुजरात, राजस्थान, कर्नाटक और पंजाब में छोटे पैमाने पर वृक्षारोपण भी देखे जाते हैं।"
It grows to a height of 4 meters in Australia.,यह ऑस्ट्रेलिया में ४ मीटर की ऊंचाई तक बढ़ता है।
"In India, it is much larger and can grow up to 20 meters.","भारत में, यह बहुत बड़ा है और २० मीटर तक बढ़ सकता है।"
"The bark is light, dark brown and reddish in color.","छाल हल्की, गहरा भूरा और रंग में लाल रंग है।"
"The leaves are thin, ovate in shape and shining green in color.","पत्तियां पतली, आकार में अंडाकार होती हैं और रंग में चमकती होती हैं।"
"Flowers purplish-brown, small, straw colored, reddish, green or violet.","फूल बैंगनी-भूरा, छोटे, भूसे रंग, लाल, हरा या बैंगनी।"
"The fruits are single seeded, smooth and red to purple-black in color.","फल एकल बीज, चिकनी और लाल रंग में बैंगनी-काले रंग के होते हैं।"
"In food and beverages, sandalwood is used as a flavoring.","खाद्य और पेय पदार्थों में, सैंडलवुड का उपयोग स्वाद के रूप में किया जाता है।"
"In manufacturing, sandalwood oil is used as a fragrance in soaps, cosmetics, and perfumes.","विनिर्माण में, सैंडलवुड तेल को साबुन, सौंदर्य प्रसाधन और परफ्यूम में सुगंध के रूप में उपयोग किया जाता है।"
"In India, the oil or paste is used in the treatment of inflammatory and eruptive skin diseases.","भारत में, तेल या पेस्ट का उपयोग सूजन और विस्फोटक त्वचा रोगों के उपचार में किया जाता है।"
"The leaves and bark were used by early Hawaiians to treat lice, dandruff and sexually transmitted disease.","लीस, डैंड्रफ और यौन संक्रमित बीमारी के इलाज के लिए शुरुआती हवाईयन द्वारा पत्तियों और छाल का उपयोग किया जाता था।"
"It is used for treating the common cold, bronchitis, fever and sore mouth.","इसका उपयोग सामान्य ठंड, ब्रोंकाइटिस, बुखार और गले में मुंह के इलाज के लिए किया जाता है।"
"It is also used to treat liver diseases, heatstroke, and heart related conditions.","इसका उपयोग यकृत रोग, हीटस्ट्रोक और हृदय संबंधी स्थितियों के इलाज के लिए भी किया जाता है।"
"It is antiseptic, retains moisture levels, is toning, purifying, and soothing.","यह एंटीसेप्टिक है, नमी के स्तर को बरकरार रखता है, टोनिंग, शुद्धिकरण और सुखदायक है।"
"The oil heals the three doshas of the body - treats Vata, pacifies and balances Pitta and Kapha.","तेल शरीर के तीन दोषों को ठीक करता है - वता का इलाज करता है, पिट्टा और कफ को शांत करता है और संतुलन करता है।"
"These are found in Asia, Australia, Indonesia, Hawaii, and other Pacific Islands.","ये एशिया, ऑस्ट्रेलिया, इंडोनेशिया, हवाई, और अन्य प्रशांत द्वीपों में पाए जाते हैं।"
It can grow up to 30 meters in height and can live up to 100 years or more.,यह ऊंचाई में ३० मीटर तक बढ़ सकता है और १०० साल या उससे अधिक तक जीवित रह सकता है।
"The young leaves are pinkish and turn leathery, glossy and dark green in color.","युवा पत्तियां गुलाबी हैं और रंग में चमड़े, चमकदार और गहरे हरे रंग की होती हैं।"
"The flowers of this tree are very tiny, white in color and aromatic.","इस पेड़ के फूल बहुत छोटे, सफेद रंग और सुगंधित होते हैं।"
"It is used in culinary applications such as salads, smoothies and jam.","इसका उपयोग पाक अनुप्रयोगों जैसे सलाद, चिकनी और जाम में किया जाता है।"
"The fruits can be used in puddings, mousse, break and cakes.","फलों का उपयोग पुडिंग, मूस, ब्रेक और केक में किया जा सकता है।"
"Jamun pairs well with yogurt, coconut milk, honey, vanilla, cinnamon and mint.","दही, नारियल के दूध, शहद, वेनिला, दालचीनी और टकसाल के साथ जामुन जोड़े।"
"It also pairs with fruits like grapes, mangoes and strawberries.","यह अंगूर, आम और स्ट्रॉबेरी जैसे फलों के साथ भी जोड़े।"
"It is used to treat heart, asthma, stomach pain, and flatulence.","इसका उपयोग दिल, अस्थमा, पेट दर्द और पेट फूलना के इलाज के लिए किया जाता है।"
"The extracts from the seeds, leaves and bark are used to reduce high levels of blood sugar.","बीज, पत्तियों और छाल से निष्कर्ष रक्त शर्करा के उच्च स्तर को कम करने के लिए उपयोग किया जाता है।"
"Jamun contains Vitamin A,C, iron, fibre, protein, magnesium and other essential nutrients.","जामुन में विटामिन ए, सी, लौह, फाइबर, प्रोटीन, मैग्नीशियम और अन्य आवश्यक पोषक तत्व होते हैं।"
"It is widely distributed in Asian countries such as Malaysia, Thailand, and the Philippines.","यह मलेशिया, थाईलैंड और फिलीपींस जैसे एशियाई देशों में व्यापक रूप से वितरित किया जाता है।"
"Rose Apple, Water Apple.","गुलाब सेब, पानी सेब।"
It is an evergreen tree that can grow up to 10 meters tall.,यह एक सदाबहार पेड़ है जो १० मीटर तक बढ़ सकता है।
"The leaves are lance shaped, pointed and are 10 to 20 centimeters long.","पत्तियां लांस के आकार वाले हैं, जिन्हें बताया गया है और १० से २० सेंटीमीटर लंबा है।"
"The fruits are rose scented, whitish-green in color and it is shaped like a small pear.","फल सुगंधित होते हैं, सफेद रंग में श्वेत-हरे रंग और यह एक छोटे से नाशपाती की तरह आकार दिया जाता है।"
"In ancient Sanskrit, India was referred as jambudvipa, which means rose apple land.","प्राचीन संस्कृत में, भारत को जंबुद्वीपा के रूप में जाना जाता था, जिसका अर्थ है कि ऐप्पल भूमि गुलाब।"
"When cooked with custards or puddings, they impart a rose-like flavour.","जब कस्टर्ड या पुडिंग के साथ पकाया जाता है, तो वे गुलाब की तरह स्वाद प्रदान करते हैं।"
"The large, hollow seed cavity is sometimes utilized to stuff the fruits and bake them.","बड़े, खोखले बीज गुहा का उपयोग कभी-कभी फलों को सामान देने और उन्हें सेंकने के लिए उपयोग किया जाता है।"
"The seeds are used to treat diarrhoea, dysentery, diabetes and catarrh.","बीज का उपयोग दस्त, डाइसेंटरी, मधुमेह और कैटरर का इलाज करने के लिए किया जाता है।"
"It is thought to be native to South-East Asia, Indonesia, Philippines and Malaysia.","यह दक्षिण-पूर्व एशिया, इंडोनेशिया, फिलीपींस और मलेशिया के लिए मूल माना जाता है।"
It generally grows to a height of 6 feet.,यह आमतौर पर ६ फीट की ऊंचाई तक बढ़ता है।
"The leaves are large, shiny and deep green in color.","पत्तियां बड़े, चमकदार और रंग में गहरे हरे रंग की होती हैं।"
"It contains medicinal benefits such as an anti-epileptic, brain tonic and antioxidant.","इसमें एंटी-मिर्गी, मस्तिष्क टॉनिक और एंटीऑक्सीडेंट जैसे औषधीय लाभ शामिल हैं।"
"The roots are used in modern medicine to treat hypertension, headache, and scabies.","उच्च रक्तचाप, सिरदर्द और खरोंच के इलाज के लिए जड़ों का उपयोग आधुनिक चिकित्सा में किया जाता है।"
"The roots, leaves, and flowers are all used in the treatment of snake and scorpion poisoning.","जड़ों, पत्तियों और फूलों का उपयोग सांप और बिच्छू विषाक्तता के उपचार में किया जाता है।"
"The flowers, mixed with oil, are applied to sore eyes.","तेल, तेल के साथ मिश्रित फूल, आंखों की आंखों पर लागू होते हैं।"
"It is native to Asian countries like India, Nepal, Bhutan, China and Thailand.","यह भारत, नेपाल, भूटान, चीन और थाईलैंड जैसे एशियाई देशों के मूल निवासी है।"
"Fenugreek plant is an erect, smooth and herbaceous plant.","मेथी संयंत्र एक खड़ा, चिकनी और शाकाहारी पौधा है।"
It can grow up to 10 to 50 centimeters in height.,यह ऊंचाई में १० से ५० सेंटीमीटर तक बढ़ सकता है।
"The leaves are trifoliate, alternate, compound and green in color.","पत्तियां ट्राइफोलिएट, वैकल्पिक, यौगिक और रंग में हरे रंग की हैं।"
"Its stems are erect, up to 50 centimeters in height and it is sometimes branched.",इसकी उपजाएं ऊंचाई में ५० सेंटीमीटर तक खड़े हैं और इसे कभी-कभी ब्रांडेड किया जाता है।
Flowers are 1.2 to 1.8 centimeters long.,फूल १.२ से १.८ सेंटीमीटर लंबा हैं।
"Fruit is broad, smooth and long.","फल व्यापक, चिकनी और लंबा है।"
"It is used as a herb, spice and vegetable.","यह एक जड़ी बूटी, मसाले और सब्जी के रूप में प्रयोग किया जाता है।"
"In India, both whole and powdered form is used for pickles, dal, spices and sambar powder.","भारत में, दोनों पूरे और पाउडर फॉर्म का उपयोग अचार, दाल, मसालों और सांबर पाउडर के लिए किया जाता है।"
"It is used to treat arthritis, male impotency, skin ailments, sore throat, bronchitis and diabetes.","इसका उपयोग गठिया, नर नपुंसकता, त्वचा की बीमारियों, गले में गले, ब्रोंकाइटिस और मधुमेह के इलाज के लिए किया जाता है।"
"The seeds paste relieves pain and inflammation in wounds, abscess, boil and swellings.","बीज पेस्ट घावों, फोड़ा, उबाल और सूजन में दर्द और सूजन से राहत देता है।"
"It is probably indigenous to the eastern Mediterranean, Western Asia and India.","यह शायद पूर्वी भूमध्यसागरीय, पश्चिमी एशिया और भारत के लिए स्वदेशी है।"
The first written record dates back as far as 4000 BC.,पहला लिखित रिकॉर्ड ४००० ईसा पूर्व तक वापस आता है।
"Its cultivation spread to China, Ethiopia, Europe, Soviet Russia and throughout the Arab World.","इसकी खेती चीन, इथियोपिया, यूरोप, सोवियत रूस और पूरे अरब दुनिया में फैल गई।"
Alpinia Galanga.,अल्पीनिया गैलंगा।
Siamese Ginger.,सियामीज़ अदरक।
Galangal.,गैलंगल।
Greater Galangal.,ग्रेटर गैलंगल।
Thai Ginger.,थाई अदरक।
Zingiberaceae.,जिंजीबेरेसी।
Rasna.,रस्ना
Yukatrasa.,युकात्रास।
Sugandha.,सुगंधा।
Shreyasi.,श्रेयसी।
Alpinia Galanga is an herbaceous plant.,अल्पीनिया गैलांगा एक जड़ी बूटी का पौधा है।
Alpinia galanga is an herbaceous plant.,अल्पीनिया गैलांगा एक जड़ी बूटी का पौधा है।
"Herbaceous plant, Alpinia Galanga.","हर्बेसियस प्लांट, अल्पीनिया गैलंगा।"
Plants such as Alpinia Galanga are herbaceous.,अल्पाइनिया गैलंगा जैसे पौधे शाकाहारी हैं।
The Alpinia Galanga plant is herbaceous.,अल्पाइनिया गैलंगा संयंत्र शाकाहारी है।
"Herbaceous in nature, Alpinia Galanga is a tropical plant.","प्रकृति में शाकाहारी, अल्पीनिया गैलांगा एक उष्णकटिबंधीय संयंत्र है।"
"A plant of the genus Alpinia galanga, it is herbaceous.","जीनस एल्पिनिया गैलंगा का एक पौधा, यह शाकाहारी है।"
Alpinia galanga grows as an herbaceous plant.,अल्पीनिया गैलंगा एक शाकाहारी पौधे के रूप में बढ़ता है।
Plants that are herbaceous include Alpinia galanga.,पौधों जो शाकाहारी हैं उनमें अल्पीनिया गैलंगा शामिल हैं।
A plant called Alpinia Galanga is herbaceous.,अल्पाइनिया गैलांगा नामक एक पौधा जड़ी-बूटियों है।
Plants belonging to the Alpinia family are herbaceous in nature.,अल्पीनिया परिवार से संबंधित पौधे प्रकृति में शाकाहारी हैं।
It can grow up to 3.5 centimeters with thick underground rhizomes.,यह मोटी भूमिगत राइजोम के साथ ३.५ सेंटीमीटर तक बढ़ सकता है।
Rhizomes can grow up to 3.5 centimeters thick.,राइजोम ३.५ सेंटीमीटर तक मोटा हो सकता है।
"With thick underground rhizomes, it can reach 3.5 centimeters in height.","मोटी भूमिगत राइजोम के साथ, यह ऊंचाई में ३.५ सेंटीमीटर तक पहुंच सकता है।"
It grows up to 3.5 centimeters with thick underground rhizomes.,यह मोटी भूमिगत राइजोम के साथ ३.५ सेंटीमीटर तक बढ़ता है।
With thick underground rhizomes.,मोटी भूमिगत राइजोम के साथ।
It can grow to 3.5 centimeters in length.,यह लंबाई में ३.५ सेंटीमीटर तक बढ़ सकता है।
It can reach a height of 3.5 centimeters and its underground rhizomes are thick.,यह ३.५ सेंटीमीटर की ऊंचाई तक पहुंच सकता है और इसकी भूमिगत राइजोम मोटी हैं।
Plants with thick underground rhizomes can grow up to 3.5 centimeters.,मोटी भूमिगत राइजोम के साथ पौधे ३.५ सेंटीमीटर तक बढ़ सकते हैं।
A rhizome can grow up to 3.5 centimeters thick.,एक राइज़ोम ३.५ सेंटीमीटर तक मोटा हो सकता है।
The rhizomes have a red and brown color on the surface.,राइजोम सतह पर एक लाल और भूरा रंग है।
The inside of the rhizome is brown and orange.,राइज़ोम के अंदर भूरा और नारंगी है।
The rhizomes have a red and brown color on the surface.,राइजोम सतह पर एक लाल और भूरा रंग है।
Brown and orange color on the inside.,अंदर पर भूरा और नारंगी रंग।
"On the surface, the rhizomes are red and brown.","सतह पर, राइजोम लाल और भूरे रंग के हैं।"
While the inside is brown and orange.,जबकि अंदर भूरा और नारंगी है।
Rhizomes are orange and brown on the outside and red on the inside.,राइजोम बाहर नारंगी और भूरे रंग के अंदर और लाल पर हैं।
Red and brown coloring is found on the surface of the rhizomes.,राइजोम की सतह पर लाल और भूरा रंग पाया जाता है।
Brown and orange colors are found on the inside.,भूरे और नारंगी रंग अंदर पाए जाते हैं।
Reddish-brown rhizomes have a brownish interior.,लाल-भूरा राइजोम एक भूरा इंटीरियर है।
The surface is red and brown.,सतह लाल और भूरा है।
The rhizomes surface is red-brown.,राइजोम सतह लाल भूरा है।
The interior is brown and orange.,इंटीरियर भूरा और नारंगी है।
Rhizomes are covered in red and brown on the surface.,राइजोम सतह पर लाल और भूरे रंग में ढके हुए हैं।
Inside is brown and orange.,अंदर भूरा और नारंगी है।
Red and brown colors dominate the surface of the rhizomes.,लाल और भूरे रंग के रंग राइजोम की सतह पर हावी है।
The inner color is brown and orange.,आंतरिक रंग भूरा और नारंगी है।
Surface of the rhizomes is reddish brown.,राइजोम की सतह लाल भूरा है।
Its inside is brown.,इसके अंदर भूरा है।
Despite turning red and brown on the surface.,सतह पर लाल और भूरा मोड़ने के बावजूद।
The inside of the rhizome is brown and orange.,राइज़ोम के अंदर भूरा और नारंगी है।
